id,title,authors,abstract,published,categories,pdf_url,processed_abstract
2503.22646v1,Finding Unknown Unknowns using Cyber-Physical System Simulators (Extended Report),"['Semaan Douglas Wehbe', 'Stanley Bak']","Simulation-based approaches are among the most practical means to search for safety violations, bugs, and other unexpected events in cyber-physical systems (CPS). Where existing approaches search for simulations violating a formal specification or maximizing a notion of coverage, in this work we propose a new goal for testing: to discover unknown rare behaviors by examining discrete mode sequences. We assume a CPS simulator outputs mode information, and strive to explore the sequences of modes produced by varying the initial state or time-varying uncertainties. We hypothesize that rare mode sequences are often the most interesting to a designer, and we develop two accelerated sampling algorithms that speed up the process of finding such sequences. We evaluate our approach on several benchmarks, ranging from synthetic examples to Simulink diagrams of a CPS, demonstrating in some cases a speedup of over 100x compared with a random sampling strategy.",2025-03-28,"['eess.SY', 'cs.NA', 'cs.SY', 'math.NA']",http://arxiv.org/pdf/2503.22646v1,simulationbased approach among practical mean search safety violation bug unexpected event cyberphysical system cps existing approach search simulation violating formal specification maximizing notion coverage work propose new goal testing discover unknown rare behavior examining discrete mode sequence assume cps simulator output mode information strive explore sequence mode produced varying initial state timevarying uncertainty hypothesize rare mode sequence often interesting designer develop two accelerated sampling algorithm speed process finding sequence evaluate approach several benchmark ranging synthetic example simulink diagram cps demonstrating case speedup 100x compared random sampling strategy
2503.22645v1,A Performance Analysis of Task Scheduling for UQ Workflows on HPC Systems,"['Chung Ming Loi', 'Anne Reinarz', 'Mikkel Lykkegaard', 'William Hornsby', 'James Buchanan', 'Linus Seelinger']","Uncertainty Quantification (UQ) workloads are becoming increasingly common in science and engineering. They involve the submission of thousands or even millions of similar tasks with potentially unpredictable runtimes, where the total number is usually not known a priori. A static one-size-fits-all batch script would likely lead to suboptimal scheduling, and native schedulers installed on High Performance Computing (HPC) systems such as SLURM often struggle to efficiently handle such workloads. In this paper, we introduce a new load balancing approach suitable for UQ workflows. To demonstrate its efficiency in a real-world setting, we focus on the GS2 gyrokinetic plasma turbulence simulator. Individual simulations can be computationally demanding, with runtimes varying significantly-from minutes to hours-depending on the high-dimensional input parameters. Our approach uses UQ and Modelling Bridge, which offers a language-agnostic interface to a simulation model, combined with HyperQueue which works alongside the native scheduler. In particular, deploying this framework on HPC systems does not require system-level changes. We benchmark our proposed framework against a standalone SLURM approach using GS2 and a Gaussian Process surrogate thereof. Our results demonstrate a reduction in scheduling overhead by up to three orders of magnitude and a maximum reduction of 38% in CPU time for long-running simulations compared to the naive SLURM approach, while making no assumptions about the job submission patterns inherent to UQ workflows.",2025-03-28,['cs.DC'],http://arxiv.org/pdf/2503.22645v1,uncertainty quantification uq workload becoming increasingly common science engineering involve submission thousand even million similar task potentially unpredictable runtimes total number usually known priori static onesizefitsall batch script would likely lead suboptimal scheduling native scheduler installed high performance computing hpc system slurm often struggle efficiently handle workload paper introduce new load balancing approach suitable uq workflow demonstrate efficiency realworld setting focus gs2 gyrokinetic plasma turbulence simulator individual simulation computationally demanding runtimes varying significantlyfrom minute hoursdepending highdimensional input parameter approach us uq modelling bridge offer languageagnostic interface simulation model combined hyperqueue work alongside native scheduler particular deploying framework hpc system require systemlevel change benchmark proposed framework standalone slurm approach using gs2 gaussian process surrogate thereof result demonstrate reduction scheduling overhead three order magnitude maximum reduction 38 cpu time longrunning simulation compared naive slurm approach making assumption job submission pattern inherent uq workflow
2503.22643v1,Hiding Latencies in Network-Based Image Loading for Deep Learning,"['Francesco Versaci', 'Giovanni Busonera']","In the last decades, the computational power of GPUs has grown exponentially, allowing current deep learning (DL) applications to handle increasingly large amounts of data at a progressively higher throughput. However, network and storage latencies cannot decrease at a similar pace due to physical constraints, leading to data stalls, and creating a bottleneck for DL tasks. Additionally, managing vast quantities of data and their associated metadata has proven challenging, hampering and slowing the productivity of data scientists. Moreover, existing data loaders have limited network support, necessitating, for maximum performance, that data be stored on local filesystems close to the GPUs, overloading the storage of computing nodes.   In this paper we propose a strategy, aimed at DL image applications, to address these challenges by: storing data and metadata in fast, scalable NoSQL databases; connecting the databases to state-of-the-art loaders for DL frameworks; enabling high-throughput data loading over high-latency networks through our out-of-order, incremental prefetching techniques. To evaluate our approach, we showcase our implementation and assess its data loading capabilities through local, medium and high-latency (intercontinental) experiments.",2025-03-28,['cs.DC'],http://arxiv.org/pdf/2503.22643v1,last decade computational power gpus grown exponentially allowing current deep learning dl application handle increasingly large amount data progressively higher throughput however network storage latency decrease similar pace due physical constraint leading data stall creating bottleneck dl task additionally managing vast quantity data associated metadata proven challenging hampering slowing productivity data scientist moreover existing data loader limited network support necessitating maximum performance data stored local filesystems close gpus overloading storage computing node paper propose strategy aimed dl image application address challenge storing data metadata fast scalable nosql database connecting database stateoftheart loader dl framework enabling highthroughput data loading highlatency network outoforder incremental prefetching technique evaluate approach showcase implementation ass data loading capability local medium highlatency intercontinental experiment
2503.22641v1,QuCheck: A Property-based Testing Framework for Quantum Programs in Qiskit,"['Gabriel Pontolillo', 'Mohammad Reza Mousavi', 'Marek Grzesiuk']","Property-based testing has been previously proposed for quantum programs in Q# with QSharpCheck; however, this implementation was limited in functionality, lacked extensibility, and was evaluated on a narrow range of programs using a single property. To address these limitations, we propose QuCheck, an enhanced property-based testing framework in Qiskit. By leveraging Qiskit and the broader Python ecosystem, QuCheck facilitates property construction, introduces flexible input generators and assertions, and supports expressive preconditions. We assessed its effectiveness through mutation analysis on five quantum programs (2-10 qubits), varying the number of properties, inputs, and measurement shots to assess their impact on fault detection and demonstrate the effectiveness of property-based testing across a range of conditions. Results show a strong positive correlation between the mutation score (a measure of fault detection) and number of properties evaluated, with a moderate negative correlation between the false positive rate and number of measurement shots. Among the most thorough test configurations, those evaluating three properties achieved a mean mutation score ranging from 0.90 to 0.92 across all five algorithms, with the false positive rate between 0 and 0.04. QuCheck identified 36.0% more faults than QSharpCheck, with execution time reduced by 81.1%, despite one false positive. These findings underscore the viability of property-based testing for verifying quantum systems.",2025-03-28,"['quant-ph', 'cs.SE']",http://arxiv.org/pdf/2503.22641v1,propertybased testing previously proposed quantum program q qsharpcheck however implementation limited functionality lacked extensibility evaluated narrow range program using single property address limitation propose qucheck enhanced propertybased testing framework qiskit leveraging qiskit broader python ecosystem qucheck facilitates property construction introduces flexible input generator assertion support expressive precondition assessed effectiveness mutation analysis five quantum program 210 qubits varying number property input measurement shot ass impact fault detection demonstrate effectiveness propertybased testing across range condition result show strong positive correlation mutation score measure fault detection number property evaluated moderate negative correlation false positive rate number measurement shot among thorough test configuration evaluating three property achieved mean mutation score ranging 090 092 across five algorithm false positive rate 0 004 qucheck identified 360 fault qsharpcheck execution time reduced 811 despite one false positive finding underscore viability propertybased testing verifying quantum system
2503.22639v1,Worst-Case Analysis of Decoupled Policies for Multi-Location Inventory Control Problems,"['Yohan John', 'Vade Shah', 'James A. Preiss', 'Mahnoosh Alizadeh', 'Jason R. Marden']","The difference in performance between centralized and decentralized control strategies crucially informs design choices in real-world control systems. Although computing and executing centralized control algorithms is often more costly than decentralized methods, their performance enhancements may far outweigh these costs. In this work, we study the value of centralization within the context of the well-known inventory control problem, where a planner seeks to identify optimal inventory levels that meet stochastic demand while minimizing ordering costs, holding costs, and shortage costs. We consider multilocation systems in which the inventories are coupled through a single ordering channel and the associated ordering cost function belongs to one of two classes of nonlinear cost functions that often arise in practical settings. For each of these classes, we derive constant-factor competitive ratios between the optimal coupled and decoupled policies and show they are almost tight. We then demonstrate that online algorithms also achieve tight competitive ratios for this problem. We conclude with numerical simulations that validate these results.",2025-03-28,"['math.OC', 'cs.SY', 'eess.SY']",http://arxiv.org/pdf/2503.22639v1,difference performance centralized decentralized control strategy crucially informs design choice realworld control system although computing executing centralized control algorithm often costly decentralized method performance enhancement may far outweigh cost work study value centralization within context wellknown inventory control problem planner seek identify optimal inventory level meet stochastic demand minimizing ordering cost holding cost shortage cost consider multilocation system inventory coupled single ordering channel associated ordering cost function belongs one two class nonlinear cost function often arise practical setting class derive constantfactor competitive ratio optimal coupled decoupled policy show almost tight demonstrate online algorithm also achieve tight competitive ratio problem conclude numerical simulation validate result
2503.22634v1,Empirical Analysis of Sim-and-Real Cotraining Of Diffusion Policies For Planar Pushing from Pixels,"['Adam Wei', 'Abhinav Agarwal', 'Boyuan Chen', 'Rohan Bosworth', 'Nicholas Pfaff', 'Russ Tedrake']","In imitation learning for robotics, cotraining with demonstration data generated both in simulation and on real hardware has emerged as a powerful recipe to overcome the sim2real gap. This work seeks to elucidate basic principles of this sim-and-real cotraining to help inform simulation design, sim-and-real dataset creation, and policy training. Focusing narrowly on the canonical task of planar pushing from camera inputs enabled us to be thorough in our study. These experiments confirm that cotraining with simulated data \emph{can} dramatically improve performance in real, especially when real data is limited. Performance gains scale with simulated data, but eventually plateau; real-world data increases this performance ceiling. The results also suggest that reducing the domain gap in physics may be more important than visual fidelity for non-prehensile manipulation tasks. Perhaps surprisingly, having some visual domain gap actually helps the cotrained policy -- binary probes reveal that high-performing policies learn to distinguish simulated domains from real. We conclude by investigating this nuance and mechanisms that facilitate positive transfer between sim-and-real. In total, our experiments span over 40 real-world policies (evaluated on 800+ trials) and 200 simulated policies (evaluated on 40,000+ trials).",2025-03-28,"['cs.RO', 'cs.AI']",http://arxiv.org/pdf/2503.22634v1,imitation learning robotics cotraining demonstration data generated simulation real hardware emerged powerful recipe overcome sim2real gap work seek elucidate basic principle simandreal cotraining help inform simulation design simandreal dataset creation policy training focusing narrowly canonical task planar pushing camera input enabled u thorough study experiment confirm cotraining simulated data emphcan dramatically improve performance real especially real data limited performance gain scale simulated data eventually plateau realworld data increase performance ceiling result also suggest reducing domain gap physic may important visual fidelity nonprehensile manipulation task perhaps surprisingly visual domain gap actually help cotrained policy binary probe reveal highperforming policy learn distinguish simulated domain real conclude investigating nuance mechanism facilitate positive transfer simandreal total experiment span 40 realworld policy evaluated 800 trial 200 simulated policy evaluated 40000 trial
2503.22633v1,The moment polytope of matrix multiplication is not maximal,"['Maxim van den Berg', 'Matthias Christandl', 'Vladimir Lysikov', 'Harold Nieuwboer', 'Michael Walter', 'Jeroen Zuiddam']","Moment polytopes of tensors, the study of which is deeply rooted in invariant theory, representation theory and symplectic geometry, have found relevance in numerous places, from quantum information (entanglement polytopes) and algebraic complexity theory (GCT program and the complexity of matrix multiplication) to optimization (scaling algorithms). Towards an open problem in algebraic complexity theory, we prove separations between the moment polytopes of matrix multiplication tensors and unit tensors. As a consequence, we find that matrix multiplication moment polytopes are not maximal, i.e. are strictly contained in the corresponding Kronecker polytope. As another consequence, we obtain a no-go result for a natural operational characterization of moment polytope inclusion in terms of asymptotic restriction. We generalize the separation and non-maximality to moment polytopes of iterated matrix multiplication tensors. Our result implies that tensor networks where multipartite entanglement structures beyond two-party entanglement are allowed can go beyond projected entangled-pair states (PEPS) in terms of expressivity.   Our proof characterizes membership of uniform points in moment polytopes of tensors, and establishes a connection to polynomial multiplication tensors via the minrank of matrix subspaces. As a result of independent interest, we extend these techniques to obtain a new proof of the optimal border subrank bound for matrix multiplication.",2025-03-28,"['cs.CC', 'math.AG', 'math.RT', 'math.SG', 'quant-ph', '15A69, 14L24']",http://arxiv.org/pdf/2503.22633v1,moment polytopes tensor study deeply rooted invariant theory representation theory symplectic geometry found relevance numerous place quantum information entanglement polytopes algebraic complexity theory gct program complexity matrix multiplication optimization scaling algorithm towards open problem algebraic complexity theory prove separation moment polytopes matrix multiplication tensor unit tensor consequence find matrix multiplication moment polytopes maximal ie strictly contained corresponding kronecker polytope another consequence obtain nogo result natural operational characterization moment polytope inclusion term asymptotic restriction generalize separation nonmaximality moment polytopes iterated matrix multiplication tensor result implies tensor network multipartite entanglement structure beyond twoparty entanglement allowed go beyond projected entangledpair state pep term expressivity proof characterizes membership uniform point moment polytopes tensor establishes connection polynomial multiplication tensor via minrank matrix subspace result independent interest extend technique obtain new proof optimal border subrank bound matrix multiplication
2503.22631v1,Accelerating a restarted Krylov method for matrix functions with randomization,"['Nicolas L. Guidotti', 'Per-Gunnar Martinsson', 'Juan A. Acebrón', 'José Monteiro']","Many scientific applications require the evaluation of the action of the matrix function over a vector and the most common methods for this task are those based on the Krylov subspace. Since the orthogonalization cost and memory requirement can quickly become overwhelming as the basis grows, the Krylov method is often restarted after a few iterations. This paper proposes a new acceleration technique for restarted Krylov methods based on randomization. The numerical experiments show that the randomized method greatly outperforms the classical approach with the same level of accuracy. In fact, randomization can actually improve the convergence rate of restarted methods in some cases. The paper also compares the performance and stability of the randomized methods proposed so far for solving very large finite element problems, complementing the numerical analyses from previous studies.",2025-03-28,"['math.NA', 'cs.NA', '68W20, 65F60, 65F50, 65M20']",http://arxiv.org/pdf/2503.22631v1,many scientific application require evaluation action matrix function vector common method task based krylov subspace since orthogonalization cost memory requirement quickly become overwhelming basis grows krylov method often restarted iteration paper proposes new acceleration technique restarted krylov method based randomization numerical experiment show randomized method greatly outperforms classical approach level accuracy fact randomization actually improve convergence rate restarted method case paper also compare performance stability randomized method proposed far solving large finite element problem complementing numerical analysis previous study
2503.22629v1,Sentiment Classification of Thai Central Bank Press Releases Using Supervised Learning,['Stefano Grassi'],"Central bank communication plays a critical role in shaping economic expectations and monetary policy effectiveness. This study applies supervised machine learning techniques to classify the sentiment of press releases from the Bank of Thailand, addressing gaps in research that primarily focus on lexicon-based approaches. My findings show that supervised learning can be an effective method, even with smaller datasets, and serves as a starting point for further automation. However, achieving higher accuracy and better generalization requires a substantial amount of labeled data, which is time-consuming and demands expertise. Using models such as Na\""ive Bayes, Random Forest and SVM, this study demonstrates the applicability of machine learning for central bank sentiment analysis, with English-language communications from the Thai Central Bank as a case study.",2025-03-28,['cs.LG'],http://arxiv.org/pdf/2503.22629v1,central bank communication play critical role shaping economic expectation monetary policy effectiveness study applies supervised machine learning technique classify sentiment press release bank thailand addressing gap research primarily focus lexiconbased approach finding show supervised learning effective method even smaller datasets serf starting point automation however achieving higher accuracy better generalization requires substantial amount labeled data timeconsuming demand expertise using model naive bayes random forest svm study demonstrates applicability machine learning central bank sentiment analysis englishlanguage communication thai central bank case study
2503.22625v1,Challenges and Paths Towards AI for Software Engineering,"['Alex Gu', 'Naman Jain', 'Wen-Ding Li', 'Manish Shetty', 'Yijia Shao', 'Ziyang Li', 'Diyi Yang', 'Kevin Ellis', 'Koushik Sen', 'Armando Solar-Lezama']","AI for software engineering has made remarkable progress recently, becoming a notable success within generative AI. Despite this, there are still many challenges that need to be addressed before automated software engineering reaches its full potential. It should be possible to reach high levels of automation where humans can focus on the critical decisions of what to build and how to balance difficult tradeoffs while most routine development effort is automated away. Reaching this level of automation will require substantial research and engineering efforts across academia and industry. In this paper, we aim to discuss progress towards this in a threefold manner. First, we provide a structured taxonomy of concrete tasks in AI for software engineering, emphasizing the many other tasks in software engineering beyond code generation and completion. Second, we outline several key bottlenecks that limit current approaches. Finally, we provide an opinionated list of promising research directions toward making progress on these bottlenecks, hoping to inspire future research in this rapidly maturing field.",2025-03-28,"['cs.SE', 'cs.AI', 'cs.LG']",http://arxiv.org/pdf/2503.22625v1,ai software engineering made remarkable progress recently becoming notable success within generative ai despite still many challenge need addressed automated software engineering reach full potential possible reach high level automation human focus critical decision build balance difficult tradeoff routine development effort automated away reaching level automation require substantial research engineering effort across academia industry paper aim discus progress towards threefold manner first provide structured taxonomy concrete task ai software engineering emphasizing many task software engineering beyond code generation completion second outline several key bottleneck limit current approach finally provide opinionated list promising research direction toward making progress bottleneck hoping inspire future research rapidly maturing field
2503.22622v1,Zero4D: Training-Free 4D Video Generation From Single Video Using Off-the-Shelf Video Diffusion Model,"['Jangho Park', 'Taesung Kwon', 'Jong Chul Ye']","Recently, multi-view or 4D video generation has emerged as a significant research topic. Nonetheless, recent approaches to 4D generation still struggle with fundamental limitations, as they primarily rely on harnessing multiple video diffusion models with additional training or compute-intensive training of a full 4D diffusion model with limited real-world 4D data and large computational costs. To address these challenges, here we propose the first training-free 4D video generation method that leverages the off-the-shelf video diffusion models to generate multi-view videos from a single input video. Our approach consists of two key steps: (1) By designating the edge frames in the spatio-temporal sampling grid as key frames, we first synthesize them using a video diffusion model, leveraging a depth-based warping technique for guidance. This approach ensures structural consistency across the generated frames, preserving spatial and temporal coherence. (2) We then interpolate the remaining frames using a video diffusion model, constructing a fully populated and temporally coherent sampling grid while preserving spatial and temporal consistency. Through this approach, we extend a single video into a multi-view video along novel camera trajectories while maintaining spatio-temporal consistency. Our method is training-free and fully utilizes an off-the-shelf video diffusion model, offering a practical and effective solution for multi-view video generation.",2025-03-28,['cs.CV'],http://arxiv.org/pdf/2503.22622v1,recently multiview 4d video generation emerged significant research topic nonetheless recent approach 4d generation still struggle fundamental limitation primarily rely harnessing multiple video diffusion model additional training computeintensive training full 4d diffusion model limited realworld 4d data large computational cost address challenge propose first trainingfree 4d video generation method leverage offtheshelf video diffusion model generate multiview video single input video approach consists two key step 1 designating edge frame spatiotemporal sampling grid key frame first synthesize using video diffusion model leveraging depthbased warping technique guidance approach ensures structural consistency across generated frame preserving spatial temporal coherence 2 interpolate remaining frame using video diffusion model constructing fully populated temporally coherent sampling grid preserving spatial temporal consistency approach extend single video multiview video along novel camera trajectory maintaining spatiotemporal consistency method trainingfree fully utilizes offtheshelf video diffusion model offering practical effective solution multiview video generation
2503.22621v1,Improved error estimates for low-regularity integrators using space-time bounds,['Maximilian Ruff'],"We prove optimal convergence rates for certain low-regularity integrators applied to the one-dimensional periodic nonlinear Schr\""odinger and wave equations under the assumption of $H^1$ solutions. For the Schr\""odinger equation we analyze the exponential-type scheme proposed by Ostermann and Schratz in 2018, whereas in the wave case we treat the corrected Lie splitting proposed by Li, Schratz, and Zivcovich in 2023. We show that the integrators converge with their full order of one and two, respectively. In this situation only fractional convergence rates were previously known. The crucial ingredients in the proofs are known space-time bounds for the solutions to the corresponding linear problems. More precisely, in the Schr\""odinger case we use the $L^4$ Strichartz inequality, and for the wave equation a null form estimate. To our knowledge, this is the first time that a null form estimate is exploited in numerical analysis. We apply the estimates for continuous time, thus avoiding potential losses resulting from discrete-time estimates.",2025-03-28,"['math.NA', 'cs.NA', 'math.AP', '65M15 (Primary) 35L71, 35Q55, 65M12 (Secondary)']",http://arxiv.org/pdf/2503.22621v1,prove optimal convergence rate certain lowregularity integrator applied onedimensional periodic nonlinear schrodinger wave equation assumption h1 solution schrodinger equation analyze exponentialtype scheme proposed ostermann schratz 2018 whereas wave case treat corrected lie splitting proposed li schratz zivcovich 2023 show integrator converge full order one two respectively situation fractional convergence rate previously known crucial ingredient proof known spacetime bound solution corresponding linear problem precisely schrodinger case use l4 strichartz inequality wave equation null form estimate knowledge first time null form estimate exploited numerical analysis apply estimate continuous time thus avoiding potential loss resulting discretetime estimate
2503.22617v1,Using Machine Learning for Lunar Mineralogy-I: Hyperspectral Imaging of Volcanic Samples,"['Fatemeh Fazel Hesar', 'Mojtaba Raouf', 'Peyman Soltani', 'Bernard Foing', 'Michiel J. A. de Dood', 'Fons J. Verbeek', 'Esther Cheng', 'Chenming Zhou']","This study examines the mineral composition of volcanic samples similar to lunar materials, focusing on olivine and pyroxene. Using hyperspectral imaging from 400 to 1000 nm, we created data cubes to analyze the reflectance characteristics of samples from samples from Vulcano, a volcanically active island in the Aeolian Archipelago, north of Sicily, Italy, categorizing them into nine regions of interest and analyzing spectral data for each. We applied various unsupervised clustering algorithms, including K-Means, Hierarchical Clustering, GMM, and Spectral Clustering, to classify the spectral profiles. Principal Component Analysis revealed distinct spectral signatures associated with specific minerals, facilitating precise identification. Clustering performance varied by region, with K-Means achieving the highest silhouette-score of 0.47, whereas GMM performed poorly with a score of only 0.25. Non-negative Matrix Factorization aided in identifying similarities among clusters across different methods and reference spectra for olivine and pyroxene. Hierarchical clustering emerged as the most reliable technique, achieving a 94\% similarity with the olivine spectrum in one sample, whereas GMM exhibited notable variability. Overall, the analysis indicated that both Hierarchical and K-Means methods yielded lower errors in total measurements, with K-Means demonstrating superior performance in estimated dispersion and clustering. Additionally, GMM showed a higher root mean square error compared to the other models. The RMSE analysis confirmed K-Means as the most consistent algorithm across all samples, suggesting a predominance of olivine in the Vulcano region relative to pyroxene. This predominance is likely linked to historical formation conditions similar to volcanic processes on the Moon, where olivine-rich compositions are common in ancient lava flows and impact melt rocks.",2025-03-28,"['astro-ph.EP', 'cs.LG']",http://arxiv.org/pdf/2503.22617v1,study examines mineral composition volcanic sample similar lunar material focusing olivine pyroxene using hyperspectral imaging 400 1000 nm created data cube analyze reflectance characteristic sample sample vulcano volcanically active island aeolian archipelago north sicily italy categorizing nine region interest analyzing spectral data applied various unsupervised clustering algorithm including kmeans hierarchical clustering gmm spectral clustering classify spectral profile principal component analysis revealed distinct spectral signature associated specific mineral facilitating precise identification clustering performance varied region kmeans achieving highest silhouettescore 047 whereas gmm performed poorly score 025 nonnegative matrix factorization aided identifying similarity among cluster across different method reference spectrum olivine pyroxene hierarchical clustering emerged reliable technique achieving 94 similarity olivine spectrum one sample whereas gmm exhibited notable variability overall analysis indicated hierarchical kmeans method yielded lower error total measurement kmeans demonstrating superior performance estimated dispersion clustering additionally gmm showed higher root mean square error compared model rmse analysis confirmed kmeans consistent algorithm across sample suggesting predominance olivine vulcano region relative pyroxene predominance likely linked historical formation condition similar volcanic process moon olivinerich composition common ancient lava flow impact melt rock
2503.22613v1,Randomized $\tilde{O}(m\sqrt{n})$ Bellman-Ford from Fineman and the Boilermakers,['Satish Rao'],"A classical algorithm by Bellman and Ford from the 1950's computes shortest paths in weighted graphs on $n$ vertices and $m$ edges with possibly negative weights in $O(mn)$ time. Indeed, this algorithm is taught regularly in undergraduate Algorithms courses.   In 2023, after nearly 70 years, Fineman \cite{fineman2024single} developed an $\tilde{O}(m n^{8/9})$ expected time algorithm for this problem. Huang, Jin and Quanrud improved on Fineman's startling breakthrough by providing an $\tilde{O}(m n^{4/5} )$ time algorithm.   This paper builds on ideas from those results to produce an $\tilde{O}(m\sqrt{n})$ expected time algorithm. The simple observation that distances can be updated with respect to the reduced costs for a price function in linear time is key to the improvement. This almost immediately improves the previous work. To produce the final bound, this paper provides recursive versions of Fineman's structures.",2025-03-28,"['cs.DS', 'cs.CC']",http://arxiv.org/pdf/2503.22613v1,classical algorithm bellman ford 1950s computes shortest path weighted graph n vertex edge possibly negative weight omn time indeed algorithm taught regularly undergraduate algorithm course 2023 nearly 70 year fineman citefineman2024single developed tildeom n89 expected time algorithm problem huang jin quanrud improved finemans startling breakthrough providing tildeom n45 time algorithm paper build idea result produce tildeomsqrtn expected time algorithm simple observation distance updated respect reduced cost price function linear time key improvement almost immediately improves previous work produce final bound paper provides recursive version finemans structure
2503.22612v1,Advancing DevSecOps in SMEs: Challenges and Best Practices for Secure CI/CD Pipelines,"['Jayaprakashreddy Cheenepalli', 'John D. Hastings', 'Khandaker Mamun Ahmed', 'Chad Fenner']","This study evaluates the adoption of DevSecOps among small and medium-sized enterprises (SMEs), identifying key challenges, best practices, and future trends. Through a mixed methods approach backed by the Technology Acceptance Model (TAM) and Diffusion of Innovations (DOI) theory, we analyzed survey data from 405 SME professionals, revealing that while 68% have implemented DevSecOps, adoption is hindered by technical complexity (41%), resource constraints (35%), and cultural resistance (38%). Despite strong leadership prioritization of security (73%), automation gaps persist, with only 12% of organizations conducting security scans per commit.   Our findings highlight a growing integration of security tools, particularly API security (63%) and software composition analysis (62%), although container security adoption remains low (34%). Looking ahead, SMEs anticipate artificial intelligence and machine learning to significantly influence DevSecOps, underscoring the need for proactive adoption of AI-driven security enhancements. Based on our findings, this research proposes strategic best practices to enhance CI/CD pipeline security including automation, leadership-driven security culture, and cross-team collaboration.",2025-03-28,"['cs.CR', 'cs.CY', 'cs.SE', 'D.2.2; K.6.5; D.2.9']",http://arxiv.org/pdf/2503.22612v1,study evaluates adoption devsecops among small mediumsized enterprise smes identifying key challenge best practice future trend mixed method approach backed technology acceptance model tam diffusion innovation doi theory analyzed survey data 405 sme professional revealing 68 implemented devsecops adoption hindered technical complexity 41 resource constraint 35 cultural resistance 38 despite strong leadership prioritization security 73 automation gap persist 12 organization conducting security scan per commit finding highlight growing integration security tool particularly api security 63 software composition analysis 62 although container security adoption remains low 34 looking ahead smes anticipate artificial intelligence machine learning significantly influence devsecops underscoring need proactive adoption aidriven security enhancement based finding research proposes strategic best practice enhance cicd pipeline security including automation leadershipdriven security culture crossteam collaboration
2503.22610v1,Evaluating Multimodal Language Models as Visual Assistants for Visually Impaired Users,"['Antonia Karamolegkou', 'Malvina Nikandrou', 'Georgios Pantazopoulos', 'Danae Sanchez Villegas', 'Phillip Rust', 'Ruchira Dhar', 'Daniel Hershcovich', 'Anders Søgaard']","This paper explores the effectiveness of Multimodal Large Language models (MLLMs) as assistive technologies for visually impaired individuals. We conduct a user survey to identify adoption patterns and key challenges users face with such technologies. Despite a high adoption rate of these models, our findings highlight concerns related to contextual understanding, cultural sensitivity, and complex scene understanding, particularly for individuals who may rely solely on them for visual interpretation. Informed by these results, we collate five user-centred tasks with image and video inputs, including a novel task on Optical Braille Recognition. Our systematic evaluation of twelve MLLMs reveals that further advancements are necessary to overcome limitations related to cultural context, multilingual support, Braille reading comprehension, assistive object recognition, and hallucinations. This work provides critical insights into the future direction of multimodal AI for accessibility, underscoring the need for more inclusive, robust, and trustworthy visual assistance technologies.",2025-03-28,"['cs.HC', 'cs.AI', 'cs.CL', 'cs.CY', 'cs.LG']",http://arxiv.org/pdf/2503.22610v1,paper explores effectiveness multimodal large language model mllms assistive technology visually impaired individual conduct user survey identify adoption pattern key challenge user face technology despite high adoption rate model finding highlight concern related contextual understanding cultural sensitivity complex scene understanding particularly individual may rely solely visual interpretation informed result collate five usercentred task image video input including novel task optical braille recognition systematic evaluation twelve mllms reveals advancement necessary overcome limitation related cultural context multilingual support braille reading comprehension assistive object recognition hallucination work provides critical insight future direction multimodal ai accessibility underscoring need inclusive robust trustworthy visual assistance technology
2503.22605v1,Audio-Plane: Audio Factorization Plane Gaussian Splatting for Real-Time Talking Head Synthesis,"['Shuai Shen', 'Wanhua Li', 'Yunpeng Zhang', 'Weipeng Hu', 'Yap-Peng Tan']","Talking head synthesis has become a key research area in computer graphics and multimedia, yet most existing methods often struggle to balance generation quality with computational efficiency. In this paper, we present a novel approach that leverages an Audio Factorization Plane (Audio-Plane) based Gaussian Splatting for high-quality and real-time talking head generation. For modeling a dynamic talking head, 4D volume representation is needed. However, directly storing a dense 4D grid is impractical due to the high cost and lack of scalability for longer durations. We overcome this challenge with the proposed Audio-Plane, where the 4D volume representation is decomposed into audio-independent space planes and audio-dependent planes. This provides a compact and interpretable feature representation for talking head, facilitating more precise audio-aware spatial encoding and enhanced audio-driven lip dynamic modeling. To further improve speech dynamics, we develop a dynamic splatting method that helps the network more effectively focus on modeling the dynamics of the mouth region. Extensive experiments demonstrate that by integrating these innovations with the powerful Gaussian Splatting, our method is capable of synthesizing highly realistic talking videos in real time while ensuring precise audio-lip synchronization. Synthesized results are available in https://sstzal.github.io/Audio-Plane/.",2025-03-28,"['cs.GR', 'cs.CV', 'cs.SD', 'eess.AS']",http://arxiv.org/pdf/2503.22605v1,talking head synthesis become key research area computer graphic multimedia yet existing method often struggle balance generation quality computational efficiency paper present novel approach leverage audio factorization plane audioplane based gaussian splatting highquality realtime talking head generation modeling dynamic talking head 4d volume representation needed however directly storing dense 4d grid impractical due high cost lack scalability longer duration overcome challenge proposed audioplane 4d volume representation decomposed audioindependent space plane audiodependent plane provides compact interpretable feature representation talking head facilitating precise audioaware spatial encoding enhanced audiodriven lip dynamic modeling improve speech dynamic develop dynamic splatting method help network effectively focus modeling dynamic mouth region extensive experiment demonstrate integrating innovation powerful gaussian splatting method capable synthesizing highly realistic talking video real time ensuring precise audiolip synchronization synthesized result available httpssstzalgithubioaudioplane
